"b'RT @oliameier: Earn 60,000 bonus miles with United Explorer Card. Learn more. #chase #rewards #UnitedAirlines #100DaysOfCode\n\nhttps://t.co/\xe2\x80\xa6'",Non-Healthcare
"b'RT @oliameier: Earn 60,000 bonus miles with United Explorer Card. Learn more. #chase #rewards #UnitedAirlines #100DaysOfCode\n\nhttps://t.co/\xe2\x80\xa6'",Non-Healthcare
"b'Earn 60,000 bonus miles with United Explorer Card. Learn more. #chase #rewards #UnitedAirlines #100DaysOfCode\n\nhttps://t.co/akYKcbMK7X'",Non-Healthcare
b'I\xe2\x80\x99m way too excited about doing something tomorrow morning that I used to do almost weekly. Heading to #EWR to boar\xe2\x80\xa6 https://t.co/usvKzfmJPw',Non-Healthcare
"b'Pan American &amp; United, Boeing 747 #vintage #vintageairliners #airliners #panamericanairways #panam #unitedairlines\xe2\x80\xa6 https://t.co/K2eQlUFGew'",Non-Healthcare
b'Check out our new YouTube video!\nAIRLINE NEWS for WEEK 1 of SEPTEMBER 2020\nhttps://t.co/hiAmf3iNw2\n#airlinemedia\xe2\x80\xa6 https://t.co/MAoooHdKgT',Non-Healthcare
"b""RT @berkeleyclaaLA: \xe2\x9c\x88\xef\xb8\x8f Whether it's a weekend getaway, a business trip or a trip to visit your family- take advantage of these airline deal\xe2\x80\xa6""",Non-Healthcare
b'#unitedAIRLINES y\xe2\x80\x99all need to take work from India we\xe2\x80\x99re the calls go for booking and give to the state\xe2\x80\x99s the Cusom\xe2\x80\xa6 https://t.co/fiRIqpZqZk',Non-Healthcare
b'#unitedAIRLINES I looked for a flight to Cancun on Monday 9/14 because I\xe2\x80\x99m going to a wedding! I paid 27.00 to hold\xe2\x80\xa6 https://t.co/JfD313egst',Non-Healthcare
b'#AviationNews #UnitedAirlines United Airlines Adds Antimicrobial Spray to Cabin-Cleaning Measures https://t.co/d93GkAFUVw',Non-Healthcare
b'RT @BHWineFestival: We love our exclusive airline partner @united just look out the window and you\xe2\x80\x99ll see why \xf0\x9f\x93\xb8 asheh #UnitedAirlines https\xe2\x80\xa6',Non-Healthcare
b'RT @BHWineFestival: We love our exclusive airline partner @united just look out the window and you\xe2\x80\x99ll see why \xf0\x9f\x93\xb8 asheh #UnitedAirlines https\xe2\x80\xa6',Non-Healthcare
b'RT @BHWineFestival: We love our exclusive airline partner @united just look out the window and you\xe2\x80\x99ll see why \xf0\x9f\x93\xb8 asheh #UnitedAirlines https\xe2\x80\xa6',Non-Healthcare
b'We love our exclusive airline partner @united just look out the window and you\xe2\x80\x99ll see why \xf0\x9f\x93\xb8 asheh #UnitedAirlines https://t.co/Bjkoq9N9oJ',Non-Healthcare
b'RT @GBspeedbird: @united Boeing B78X seen here approaching 27R @HeathrowAirport being lit up by the morning light #unitedairlines #b78x #bo\xe2\x80\xa6',Non-Healthcare
b'@united glad to know you\xe2\x80\x99re putting safety and cleanliness at the forefront of your travel experience through your\xe2\x80\xa6 https://t.co/Fm5CdTXYY4',Non-Healthcare
b'RT @librarian_ra: Lots of different planes are spotted in this United Airlines commercial from 1987. What do you spy? https://t.co/op7ph35d\xe2\x80\xa6',Non-Healthcare
b'RT @diannembromley: SIGN PETITION\xe2\x9c\x8f Request to #UnitedAirlines for free air travel for dogs rescued from meat trade in #SouthKorea\xe2\x9c\x94 https://\xe2\x80\xa6',Non-Healthcare
b'Zoono $ZNO moving on deal with #UnitedAirlines for spray cleaning in a #pandemic world. #markets #investors #asx\xe2\x80\xa6 https://t.co/DvPqCLnmsX',Non-Healthcare
b'#Travel #UnitedAirlines - Domestic travel now - International coming soon - This interactive map shows where you ca\xe2\x80\xa6 https://t.co/8X3HNnYDP0',Non-Healthcare
"b""#UnitedAirlines moves closer to saving pilot jobs, American pleads for more gov't aid\n\nV\xc3\xada @Reuters\xe2\x80\xa6 https://t.co/bD8wlEliYC""",Non-Healthcare
b'RT @librarian_ra: Lots of different planes are spotted in this United Airlines commercial from 1987. What do you spy? https://t.co/op7ph35d\xe2\x80\xa6',Non-Healthcare
b'Lots of different planes are spotted in this United Airlines commercial from 1987. What do you spy?\xe2\x80\xa6 https://t.co/AQvWEgRwao',Non-Healthcare
b'On #unitedairlines flight 1500 from Orlando to Chicago. Mask wearing is not being enforced. NOT SAFE. DO NOT FLY @United',Non-Healthcare
b'I been at @Dulles_Airport for only 20 minutes and counted 8 incoming #unitedAIRLINES flights omg 10 now as I send t\xe2\x80\xa6 https://t.co/VcAQTcqkaA',Non-Healthcare
"b'This week #TheDevTeamPodcast Darryl starts off with compiled code, Mark talks about the @Microsoft data center bein\xe2\x80\xa6 https://t.co/m7wk4GfUam'",Non-Healthcare
"b""\xe2\x9c\x88\xef\xb8\x8f Whether it's a weekend getaway, a business trip or a trip to visit your family- take advantage of these airline\xe2\x80\xa6 https://t.co/uwB0kkFW8E""",Non-Healthcare
b'RT @GBspeedbird: @united Boeing B78X seen here approaching 27R @HeathrowAirport being lit up by the morning light #unitedairlines #b78x #bo\xe2\x80\xa6',Non-Healthcare
b'RT @swbradach: Back in the Friendly Skies with @united.  Keeping us safe with @clorox and #cleanplus.\n#United #UnitedAirlines #beingunited\xe2\x80\xa6',Non-Healthcare
b'RT @GBspeedbird: @united Boeing B78X seen here approaching 27R @HeathrowAirport being lit up by the morning light #unitedairlines #b78x #bo\xe2\x80\xa6',Non-Healthcare
b'RT @GBspeedbird: @united Boeing B78X seen here approaching 27R @HeathrowAirport being lit up by the morning light #unitedairlines #b78x #bo\xe2\x80\xa6',Non-Healthcare
b'@united Boeing B78X seen here approaching 27R @HeathrowAirport being lit up by the morning light #unitedairlines\xe2\x80\xa6 https://t.co/8OUroKh8Tu',Non-Healthcare
b'FTA \xe2\x80\x93 5/4/18\n\nA pair of #unitedairlines jets on parallel final approach to #sfoairport on a pleasant clear afternoo\xe2\x80\xa6 https://t.co/zwqqDHh6xU',Non-Healthcare
"b""RT @KTNV: A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airline's #mask poli\xe2\x80\xa6""",Non-Healthcare
"b""@united You need to ask your Reps named Bri, Ratna, Hannah. I've already given them all the info. I'm not here to g\xe2\x80\xa6 https://t.co/vUsx3Z2Ria""",Non-Healthcare
"b""RT @KTNV: A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airline's #mask poli\xe2\x80\xa6""",Non-Healthcare
"b'@united Your cust service is horrible! Called in 12 times and you kept giving empty promises. The reps Bri, Ratna,\xe2\x80\xa6 https://t.co/SpIPTmuPNz'",Non-Healthcare
b'Finally a Travel day!\n\n#traveling #picoftheday #onlocation #photography #unitedairlines #photographer #picture\xe2\x80\xa6 https://t.co/pZ8F2wDNCA',Non-Healthcare
b'Such amazing and fun service on #Unitedairlines . The crew went to hunt down a very special treat for my baby and b\xe2\x80\xa6 https://t.co/KH5XxTU5uV',Non-Healthcare
"b""RT @KTNV: A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airline's #mask poli\xe2\x80\xa6""",Non-Healthcare
b'RT @SNacci: Recently flew on  @UnltedAirlines @UnitedAirElite and this is in first class. COVID ready clean plane? \xf0\x9f\x98\x96  NOT -This was Sept 5\xe2\x80\xa6',Non-Healthcare
b'Back in the Friendly Skies with @united.  Keeping us safe with @clorox and #cleanplus.\n#United #UnitedAirlines\xe2\x80\xa6 https://t.co/A4uv5SiX2v',Non-Healthcare
b'Recently flew on  @UnltedAirlines @UnitedAirElite and this is in first class. COVID ready clean plane? \xf0\x9f\x98\x96  NOT -This\xe2\x80\xa6 https://t.co/z4nipVyLR6',Non-Healthcare
b'Congrats Mr. Up in the Air @ua1flyer Tom Stuker aka Ryan Bingham. \nWell deserved @united for heaving such a loyal g\xe2\x80\xa6 https://t.co/0Hg7WpeMbY',Non-Healthcare
"b'RT @GeminiJets: TUESDAY TRIPLE! @GeminiJets 1:200-scale @united B777-200ER N796UA, item G2UAL768. Buy it now from a GeminiJets retailer! Se\xe2\x80\xa6'",Non-Healthcare
b'RT @airlinevideos: United Airlines AIRBUS A320-232 Reg: N497UA flight UA613 to #Denver (DEN) departs on runway 26 at @PHXSkyHarbor on Augus\xe2\x80\xa6',Non-Healthcare
"b""RT @KTNV: A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airline's #mask poli\xe2\x80\xa6""",Non-Healthcare
b'As seen on\xc2\xa0Hemispheres Magazine on United Airlines \xe2\x9c\x88 Get the best quality of sleep you deserve \xf0\x9f\x98\xb4 with the Sleep Nec\xe2\x80\xa6 https://t.co/UziytivA0X',Non-Healthcare
"b""RT @KTNV: A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airline's #mask poli\xe2\x80\xa6""",Non-Healthcare
b'A #UnitedAirlines flight to #LasVegas from #Newark was diverted after a passenger refused to comply with the airlin\xe2\x80\xa6 https://t.co/4MqEuy4FPT',Non-Healthcare
b'@alyssa_schoener @united @mike_horr that\xe2\x80\x99s 2 people bit by the #unitedAIRLINES bug',Non-Healthcare
"b'TUESDAY TRIPLE! @GeminiJets 1:200-scale @united B777-200ER N796UA, item G2UAL768. Buy it now from a GeminiJets reta\xe2\x80\xa6 https://t.co/ptWlfT1wgy'",Non-Healthcare
"b'@united  \n\nI andf my friends experienced racism, classism and sexism in first class on  United flight 1212  9/10/20\xe2\x80\xa6 https://t.co/YbHMTTPwy2'",Non-Healthcare
"b'Been so spoiled with @AmericanAir over the last few years with status, upgrades and free baggage that I forgot what\xe2\x80\xa6 https://t.co/ycqVRuorDi'",Non-Healthcare
"b'Anyone who knows me knows I love to travel. So here\xe2\x80\x99s a drawing of my friend Lauren, the flight attendant. Thanks f\xe2\x80\xa6 https://t.co/AdJk0FX3Gy'",Non-Healthcare
"b'RT @theFliegerFaust: United Sued for Packing NFL Charters With Young, Blond Crews...\n#UnitedAirlines #NFL #aviation #business #flightattend\xe2\x80\xa6'",Non-Healthcare
"b'United Sued for Packing NFL Charters With Young, Blond Crews...\n#UnitedAirlines #NFL #aviation #business\xe2\x80\xa6 https://t.co/DhUrdEf3aa'",Non-Healthcare
"b'\xe2\x9c\x88\xef\xb8\x8f #UnitedAirlines CEO Says Travel, Lodging, Hospitality are \xe2\x80\x98Near-Depression Levels\xe2\x80\x99 https://t.co/sN51LHbZMb\xe2\x80\xa6 https://t.co/h4w3CQ0B2E'",Non-Healthcare
"b""Hey Now! #Lawsuit claims #UnitedAirlines favors young, blond crew to work NFL, MLB flights: 'They all look like sis\xe2\x80\xa6 https://t.co/6urymGQ9jV""",Non-Healthcare
b'Just landed in Atlanta for my first work trip for Quest!\n.\n.\n.\n#atl #unitedairlines #questdiagnostics\xe2\x80\xa6 https://t.co/Oo2wh2nEaE',Non-Healthcare
"b'RT @BobbyLaurie: \xe2\x9c\x88\xef\xb8\x8f #UnitedAirlines CEO Says Travel, Lodging, Hospitality are \xe2\x80\x98Near-Depression Levels\xe2\x80\x99 https://t.co/itWZ0pIV0v #travel #tto\xe2\x80\xa6'",Non-Healthcare
"b'\xe2\x9c\x88\xef\xb8\x8f #UnitedAirlines CEO Says Travel, Lodging, Hospitality are \xe2\x80\x98Near-Depression Levels\xe2\x80\x99 https://t.co/itWZ0pIV0v\xe2\x80\xa6 https://t.co/BicP6ORwpf'",Non-Healthcare
b'RT @BCDamericas: U.S.: #AmericanAirlines and #UnitedAirlines waive fees as #HurricaneSally nears #GulfCoast',Non-Healthcare
b'U.S.: #AmericanAirlines and #UnitedAirlines waive fees as #HurricaneSally nears #GulfCoast',Non-Healthcare
"b'RT @vickivalerio: ""Sardine can"" United Airline flight-Chicago to LAX. No empty seats. 30 people took off masks during flight. Flt attendant\xe2\x80\xa6'",Non-Healthcare
b'It\xe2\x80\x99s important to remember how companies treat #customers during these challenging times. @united airlines is refus\xe2\x80\xa6 https://t.co/GhJA4s2SGd',Non-Healthcare
b'RT @DataAugmented: United Airlines\xe2\x80\x99 website bug exposed traveler ticket data https://t.co/asVM1Nm9K8 #unitedairlines #cybersecurity #databr\xe2\x80\xa6',Non-Healthcare
b'So stupid... #unitedAIRLINES asking passengers to stay 6 ft appart when boarding a full flight!',Non-Healthcare
b'RT @DataAugmented: United Airlines\xe2\x80\x99 website bug exposed traveler ticket data https://t.co/asVM1Nm9K8 #unitedairlines #cybersecurity #databr\xe2\x80\xa6',Non-Healthcare
b'RT @DataAugmented: United Airlines\xe2\x80\x99 website bug exposed traveler ticket data https://t.co/asVM1Nm9K8 #unitedairlines #cybersecurity #databr\xe2\x80\xa6',Non-Healthcare
b'RT @DataAugmented: United Airlines\xe2\x80\x99 website bug exposed traveler ticket data https://t.co/asVM1Nm9K8 #unitedairlines #cybersecurity #databr\xe2\x80\xa6',Non-Healthcare
"b""#unitedAIRLINES to close its flight attendant base at Japan's Narita airport on Oct. 1, 2020...a move that will aff\xe2\x80\xa6 https://t.co/GVuxGMyB0R""",Non-Healthcare
"b'[#UnitedAirlines] CEO Scott Kirby shares his views on airline recovery, meaning more government aid https://t.co/suc8zjhz9N'",Non-Healthcare
b'UNITED AIRLINES BASED IN NARITA LIKELY TO LAY OFF 150 JAPANESE FLIGHT ATTENDANTS \xe2\x80\x93 #UnitedAirlines based in #Narita\xe2\x80\xa6 https://t.co/tcEqzRxWjc',Non-Healthcare
b'A #bug in #UnitedAirlines\xe2\x80\x99 website let anyone access the #ticketinformation for #travelers who requested a #refund.\xe2\x80\xa6 https://t.co/HU62XLj2pK',Non-Healthcare
b'seems like the #NFL is run by Don Draper. fly the friendly skies indeed \xf0\x9f\xa4\xa8\n\nLawsuit: #UnitedAirlines fills NFL chart\xe2\x80\xa6 https://t.co/lnSkAihu9s',Non-Healthcare
b'RT @UALNOC: That feeling when you land back home \xf0\x9f\xa4\x97 #SundayFunday #KORD #UnitedAirlines #UAL #Chicago https://t.co/OgIqn9Kc4M',Non-Healthcare
b'#MondayVibes Good Morning ! #MondayMorning #unitedairlines #boeing #787service #nonstop #service #TelAviv to\xe2\x80\xa6 https://t.co/OqPCRL9H36',Non-Healthcare
"b'""Change comes from the top, and by making this commitment, we will expand and diversify the leaders helping to guid\xe2\x80\xa6 https://t.co/f2WtXDPAgd'",Non-Healthcare
"b""A #UnitedAirlines website bug may have exposed about 100,000 customers' ticket data, a new report claims.\xe2\x80\xa6 https://t.co/ItQSRKCTKt""",Non-Healthcare
b'I\xe2\x80\x99ve seen 3 people on a #unitedairlines flight this morning without masks. I thought masks were required at all times. Wtf',Non-Healthcare
b'RT @grazianig: United Airlines Just Launched an Interactive Map With U.S. Travel Restrictions https://t.co/YncrbKbwBJ #travel #Covid_19 #un\xe2\x80\xa6',Non-Healthcare
b'United Airlines Just Launched an Interactive Map With U.S. Travel Restrictions https://t.co/YncrbKbwBJ #travel\xe2\x80\xa6 https://t.co/QdznzmNbfB',Non-Healthcare
"b'RT @ComicBookHut: #unitedAIRLINES fills flight crews with white,blonde,sexy crew! #MLB #NFL #NFLRedZone #NFLSunday #NFLboycott #MLBPicks\xe2\x80\xa6'",Non-Healthcare
"b'#unitedAIRLINES fills flight crews with white,blonde,sexy crew! #MLB #NFL #NFLRedZone #NFLSunday #NFLboycott\xe2\x80\xa6 https://t.co/JwWoppcvzf'",Non-Healthcare
"b""RT @tmart16: #United #Airlines fills #NFL, #MLB &amp; #NCAA Charter Flights with 'young, white, blond' female crew Requested by #Sports Leagues\xe2\x80\xa6""",Non-Healthcare
"b""RT @tmart16: #United #Airlines fills #NFL, #MLB &amp; #NCAA Charter Flights with 'young, white, blond' female crew Requested by #Sports Leagues\xe2\x80\xa6""",Non-Healthcare
"b""#United #Airlines fills #NFL, #MLB &amp; #NCAA Charter Flights with 'young, white, blond' female crew Requested by\xe2\x80\xa6 https://t.co/MFhWVcVjPv""",Non-Healthcare
b'@UnitedAirlines #Sued for Packing @NFL #NFL #Charters With #Young #Blond #WhiteWomen #Crews #UnitedAirlines\nbases\xe2\x80\xa6 https://t.co/T0UsGScshA',Non-Healthcare
b'Predominantly Black NFL LOVES White women! United sure for packing NFL f... https://t.co/4AdPvRrbJB via @YouTube\xe2\x80\xa6 https://t.co/hdm6n3HeBi',Non-Healthcare
b'TRAVEL UPDATE: American Airlines and Delta has joined in offering NO change fees for domestic air!\nHave you heard t\xe2\x80\xa6 https://t.co/WMeQRlb34h',Non-Healthcare
b'RT @librarian_ra: For the love of the 747 and the United tulip. https://t.co/ZeSkwgSS2w \n.\n.\n #YouTube  #airplane #avgeek #avgeeks #aviatio\xe2\x80\xa6',Non-Healthcare
b'Untied Airline said \xe2\x80\x9cfinish your drinks before you board\xe2\x80\x9d My cousin and I have a brain freeze now. We\xe2\x80\x99re not wastef\xe2\x80\xa6 https://t.co/hCtfZLdTmU',Non-Healthcare
"b'#UnitedAirlines CEO Scott Kirby says 16,000 #layoffs coming #without more #federal #aid https://t.co/QEh7lBZBvo'",Non-Healthcare
"b'USA TODAY: United Airlines accused of favoring young, white, blond attendants for NFL, MLB flights.\nhttps://t.co/3zwCd0tIrJ\n#UnitedAirlines'",Non-Healthcare
b'[#UnitedAirlines] Announces its longest route ever https://t.co/l7oQYzda7k',Non-Healthcare
b'RT @GrayPrive: United Airlines heading into Newark International Airport. Precision shooting. \xe2\x9d\xa4\xef\xb8\x8f #Travel #NewJersey #UnitedAirlines #GrayPr\xe2\x80\xa6',Non-Healthcare
b'United Airlines heading into Newark International Airport. Precision shooting. \xe2\x9d\xa4\xef\xb8\x8f #Travel #NewJersey\xe2\x80\xa6 https://t.co/CvLhpEDB74',Non-Healthcare
b'On a #UnitedAirlines flight to the WestCoast! Listening to your podcasts! Please take a list to mine. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd https://t.co/IpWF2Wttpq',Non-Healthcare
b'RT @UALNOC: That feeling when you land back home \xf0\x9f\xa4\x97 #SundayFunday #KORD #UnitedAirlines #UAL #Chicago https://t.co/OgIqn9Kc4M',Non-Healthcare
"b'#UnitedAirlines Holdings Inc. packs its charter flights for sports teams with young, blond crews and bars older fli\xe2\x80\xa6 https://t.co/h7gvtnCEa7'",Non-Healthcare
"b'""Importantly, flight attendant eligibility to work a charter flight is based solely on performance and attendance a\xe2\x80\xa6 https://t.co/3mqnKaxY2E'",Non-Healthcare
"b""Yeah LET'S Bail out #UnitedAirlines and Corporate America. @GOP YOU Failed America. @TheDemCoalition STOP throwing\xe2\x80\xa6 https://t.co/K21suL5CFi""",Non-Healthcare
"b""A United Airlines website bug may have exposed about 100,000 customers' ticket data, a new report claims\xe2\x80\xa6 https://t.co/TbzTCjZv4v""",Non-Healthcare
b'RT @alshawafmumin: #UnitedAirlines\xe2\x80\x99 website bug exposed traveler ticket data https://t.co/9rdLGJU6h7 https://t.co/hwHCflvgYK',Non-Healthcare
"b'#UnitedAirlines \xe2\x80\x9chas adopted &amp; continues to implement procedures that R designed 2 ensure that young, white, blond/\xe2\x80\xa6 https://t.co/5I1qACFmVf'",Non-Healthcare
b'That feeling when you land back home \xf0\x9f\xa4\x97 #SundayFunday #KORD #UnitedAirlines #UAL #Chicago https://t.co/OgIqn9Kc4M',Non-Healthcare
b'https://t.co/mfXeSYotRj I was about to book. #unitedAIRLINES',Non-Healthcare
"b'2 United employees are reportedly suing the airline for staffing NFL, MLB, and NCAA charter flights with young, blo\xe2\x80\xa6 https://t.co/3QJRF02sqw'",Non-Healthcare
b'RT @leverage_cr: #September11th is a day which many of us will never forget. \n\n#MSNBCanswers\n\nWhere were you on this day 19 years ago?\n\nI w\xe2\x80\xa6',Non-Healthcare
"b'Despite #Covid_19 pandemic, US-Israel economic &amp; tourist relations remains as strong as ever.  #UnitedAirlines is l\xe2\x80\xa6 https://t.co/k3W11ZdGM8'",Non-Healthcare
b'RT @Timpanist: The Faces of 9/11 #NeverForget #victims #twintowers #twintowersnyc #worldtradecenter #NYC #pentagon #washingtondc #shanksvil\xe2\x80\xa6',Non-Healthcare
b'S/o to #DeltaAirlines for having both kiosks and multiple ticket agents in #ELP. #UnitedAirlines line remains at a standstill.',Non-Healthcare
"b'50 people in line- 1/2 of which are servicemen, no kiosk, and 1 ticket agent at the counter. SMDH. Shame on you. #UnitedAirlines #ELP'",Non-Healthcare
b'RT @KkAviation: @United @Boeing 787-9 (N27958) Dreamliner departing @HeathrowAirport for @fly2ohare on 29/08/2020 \n\n#avgeek #unitedairlines\xe2\x80\xa6',Non-Healthcare
b'@United @Boeing 787-9 (N27958) Dreamliner departing @HeathrowAirport for @fly2ohare on 29/08/2020 \n\n#avgeek\xe2\x80\xa6 https://t.co/6LMJPHlCRa',Non-Healthcare
b'RT @Timpanist: The Faces of 9/11 #NeverForget #victims #twintowers #twintowersnyc #worldtradecenter #NYC #pentagon #washingtondc #shanksvil\xe2\x80\xa6',Non-Healthcare
b'The Faces of 9/11 #NeverForget #victims #twintowers #twintowersnyc #worldtradecenter #NYC #pentagon #washingtondc\xe2\x80\xa6 https://t.co/helXYbN5vC',Non-Healthcare
"b'RT @Slinguist: @GAFollowers When he loses his job as a Georgia police officer, he can always go work for Chicago Airport Security #UnitedAi\xe2\x80\xa6'",Non-Healthcare
"b""RT @scubarw: @united how can we trust you to know that you won't cancel a flight at the last minute? You keep cancelling flights to #roatan\xe2\x80\xa6""",Non-Healthcare
"b'Flight Attendants Suing #UnitedAirlines Over Staffing for #NFL, #MLB, #NCAA Charter Flights. #Discrimination\xe2\x80\xa6 https://t.co/a0MchWeHem'",Non-Healthcare
"b""@united how can we trust you to know that you won't cancel a flight at the last minute? You keep cancelling flights\xe2\x80\xa6 https://t.co/Qd8Cn4qLGi""",Non-Healthcare
b'RT @librarian_ra: For the love of the 747 and the United tulip. https://t.co/ZeSkwgSS2w \n.\n.\n #YouTube  #airplane #avgeek #avgeeks #aviatio\xe2\x80\xa6',Non-Healthcare
b'RT @librarian_ra: For the love of the 747 and the United tulip. https://t.co/ZeSkwgSS2w \n.\n.\n #YouTube  #airplane #avgeek #avgeeks #aviatio\xe2\x80\xa6',Non-Healthcare
b'For the love of the 747 and the United tulip. https://t.co/ZeSkwgSS2w \n.\n.\n #YouTube  #airplane #avgeek #avgeeks\xe2\x80\xa6 https://t.co/IseUVbyITR',Non-Healthcare
b'@katfailon @united This is par for the course for united. Some poor bastard probably had the audacity to notice tha\xe2\x80\xa6 https://t.co/msjEnn0VQz',Non-Healthcare
"b'#UnitedAirlines employees are reportedly suing the airline for staffing NFL, MLB, and NCAA charter flights with you\xe2\x80\xa6 https://t.co/9P3ylWKWA2'",Non-Healthcare
"b'@AnnCoulter @HarveyWeinstein was a ""Preferred"" \nflyer on @united\xf0\x9f\x98\xb3 Some things never change\xf0\x9f\x98\xac\n\n#UnitedAirlines #maga #NFL @NFL'",Non-Healthcare
b'RT @MarinelaPavleti: On  way \xe2\x9c\x88\xef\xb8\x8f to South Dakota! #denvorcolorado #southdakota #denverinternationalairport #travel #unitedairlines #airplane\xe2\x80\xa6',Non-Healthcare
b'RT @MarinelaPavleti: On  way \xe2\x9c\x88\xef\xb8\x8f to South Dakota! #denvorcolorado #southdakota #denverinternationalairport #travel #unitedairlines #airplane\xe2\x80\xa6',Non-Healthcare
b'RT @MarinelaPavleti: On  way \xe2\x9c\x88\xef\xb8\x8f to South Dakota! #denvorcolorado #southdakota #denverinternationalairport #travel #unitedairlines #airplane\xe2\x80\xa6',Non-Healthcare
